gender,ethnicity,birth,stark,star1,star2,star3,readk,read1,read2,read3,mathk,math1,math2,math3,lunchk,lunch1,lunch2,lunch3,schoolk,school1,school2,school3,degreek,degree1,degree2,degree3,ladderk,ladder1,ladder2,ladder3,experiencek,experience1,experience2,experience3,tethnicityk,tethnicity1,tethnicity2,tethnicity3,systemk,system1,system2,system3,schoolidk,schoolid1,schoolid2,schoolid3
male,cauc,1979 Q4,NA,regular+aide,regular+aide,regular+aide,NA,503,582,NA,NA,451,523,NA,NA,non-free,free,non-free,NA,suburban,suburban,suburban,NA,bachelor,bachelor,master,NA,level1,level1,level1,NA,20,12,18,NA,cauc,afam,cauc,NA,11,11,11,NA,17,17,17
female,cauc,1980 Q3,regular,regular+aide,NA,NA,448,474,NA,NA,506,532,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,0,20,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,17,17,NA,NA
female,cauc,1980 Q3,regular,regular,regular,NA,NA,604,637,NA,NA,572,674,NA,non-free,NA,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,level1,level1,notladder,NA,8,8,10,NA,cauc,cauc,afam,NA,36,36,36,NA,72,72,72,NA
male,cauc,1979 Q3,regular,regular,regular+aide,regular+aide,445,485,547,585,500,542,538,591,free,free,free,non-free,rural,rural,rural,rural,master,bachelor,bachelor,master,level3,probation,apprentice,level1,16,1,2,19,cauc,cauc,cauc,cauc,34,34,34,34,68,68,68,68
female,cauc,1980 Q1,NA,regular,regular,regular,NA,536,591,631,NA,557,607,711,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,bachelor,master,NA,probation,apprentice,level1,NA,0,1,5,NA,cauc,cauc,cauc,NA,32,32,32,NA,66,66,66
female,cauc,1980 Q3,regular,NA,NA,NA,416,NA,NA,NA,513,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,1,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,23,NA,NA,NA
female,cauc,1979 Q3,NA,regular+aide,regular+aide,regular+aide,NA,629,669,670,NA,578,620,663,NA,free,free,free,NA,urban,urban,urban,NA,master,master,master,NA,level1,level1,level1,NA,14,18,36,NA,cauc,cauc,cauc,NA,7,7,7,NA,10,10,10
female,cauc,1979 Q3,regular+aide,regular,regular,small,413,485,596,622,439,495,565,608,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,probation,apprentice,probation,3,0,1,1,cauc,cauc,cauc,cauc,32,32,32,32,66,66,66,66
male,cauc,1981 Q1,NA,regular,regular,NA,NA,604,622,NA,NA,578,620,NA,NA,non-free,NA,NA,NA,suburban,suburban,NA,NA,master,bachelor,NA,NA,level3,level1,NA,NA,18,12,NA,NA,cauc,cauc,NA,NA,12,12,NA,NA,36,36,NA
male,cauc,1980 Q1,NA,NA,regular,regular,NA,NA,552,620,NA,NA,556,574,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,12,14,NA,NA,cauc,cauc,NA,NA,12,12,NA,NA,34,34
female,afam,1980 Q3,NA,NA,regular+aide,regular+aide,NA,NA,536,572,NA,NA,574,565,NA,NA,free,free,NA,NA,suburban,suburban,NA,NA,bachelor,master,NA,NA,NA,level1,NA,NA,NA,22,NA,NA,afam,afam,NA,NA,11,11,NA,NA,24,24
male,cauc,1979 Q1,regular+aide,regular,NA,NA,NA,462,NA,NA,NA,490,NA,NA,free,free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,4,10,NA,NA,cauc,cauc,NA,NA,29,29,NA,NA,62,62,NA,NA
female,cauc,1980 Q2,NA,regular,NA,NA,NA,505,NA,NA,NA,488,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,10,NA,NA,NA,cauc,NA,NA,NA,28,NA,NA,NA,61,NA,NA
female,cauc,1980 Q2,NA,regular,NA,NA,NA,485,NA,NA,NA,490,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75,NA,NA
male,cauc,1980 Q1,NA,regular+aide,regular+aide,NA,NA,553,NA,NA,NA,553,NA,NA,NA,free,NA,NA,NA,urban,urban,NA,NA,master,bachelor,NA,NA,level1,notladder,NA,NA,8,17,NA,NA,cauc,cauc,NA,NA,6,6,NA,NA,9,9,NA
female,afam,1980 Q1,regular+aide,NA,NA,NA,413,NA,NA,NA,429,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,16,NA,NA,NA
female,afam,1980 Q3,regular,NA,NA,NA,418,NA,NA,NA,439,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,27,NA,NA,NA
female,afam,1980 Q3,regular,NA,regular+aide,NA,408,NA,564,NA,434,NA,572,NA,free,NA,free,NA,inner-city,NA,inner-city,NA,bachelor,NA,master,NA,level1,NA,level1,NA,5,NA,12,NA,cauc,NA,cauc,NA,11,NA,11,NA,29,NA,29,NA
male,cauc,1979 Q3,regular+aide,NA,NA,NA,443,NA,NA,NA,454,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,9,NA,NA,NA,cauc,NA,NA,NA,3,NA,NA,NA,3,NA,NA,NA
female,afam,1980 Q2,regular,regular+aide,regular,regular+aide,411,475,535,577,418,474,540,608,free,free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,bachelor,master,level1,level1,level1,probation,11,27,7,12,cauc,afam,afam,cauc,11,11,11,11,22,22,22,22
female,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,regular+aide,433,460,591,626,489,486,528,593,non-free,non-free,NA,non-free,urban,urban,urban,urban,bachelor,bachelor,master,master,level1,level1,notladder,level1,13,7,30,9,cauc,cauc,cauc,cauc,20,20,20,20,48,48,48,48
male,cauc,1979 Q4,regular,regular+aide,regular+aide,regular+aide,467,492,555,582,478,549,550,629,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level2,level1,notladder,level1,11,16,4,14,cauc,cauc,afam,cauc,8,8,8,8,11,11,11,11
female,cauc,1980 Q1,regular+aide,regular,regular,regular,411,469,559,626,513,518,593,634,free,non-free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,level1,level1,12,7,8,8,cauc,cauc,cauc,cauc,21,21,21,21,50,50,50,50
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,445,571,611,665,484,557,577,648,non-free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,apprentice,level1,level1,level1,2,11,6,7,cauc,cauc,afam,cauc,24,24,24,24,57,57,57,57
male,afam,1980 Q1,regular,NA,NA,NA,NA,NA,NA,NA,468,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,probation,NA,NA,NA,6,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,33,NA,NA,NA
male,cauc,1980 Q2,small,small,small,small,411,553,669,620,489,562,620,667,non-free,non-free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,bachelor,level1,level1,level1,level1,6,15,5,31,cauc,cauc,cauc,cauc,15,15,15,15,39,39,39,39
male,cauc,1980 Q2,regular,regular,NA,NA,437,485,NA,NA,513,553,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,notladder,NA,NA,13,12,NA,NA,cauc,cauc,NA,NA,21,21,NA,NA,50,50,NA,NA
male,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,433,530,566,555,513,553,639,579,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,bachelor,level1,apprentice,level1,level2,14,1,8,19,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
male,cauc,1980 Q3,regular,regular+aide,regular+aide,regular+aide,414,548,650,641,484,549,648,691,non-free,non-free,free,free,rural,rural,rural,rural,master,master,phd,master,level1,notladder,level1,level1,8,11,15,8,cauc,cauc,cauc,cauc,41,41,41,41,78,78,78,78
female,cauc,1979 Q2,NA,NA,NA,regular,NA,NA,NA,606,NA,NA,NA,601,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,26,NA,NA,NA,59
female,cauc,1979 Q3,NA,small,small,NA,NA,NA,503,NA,NA,NA,525,NA,NA,free,free,NA,NA,rural,rural,NA,NA,master,master,NA,NA,level1,level3,NA,NA,11,14,NA,NA,cauc,cauc,NA,NA,23,23,NA,NA,55,55,NA
female,cauc,1980 Q2,small,small,small,small,443,651,643,686,528,627,626,672,non-free,non-free,non-free,NA,suburban,suburban,suburban,suburban,master,master,master,master,level1,level1,level2,level3,7,12,11,18,cauc,cauc,cauc,cauc,28,28,28,28,61,61,61,61
female,afam,1980 Q3,small,small,small,small,427,512,577,583,459,507,536,582,non-free,free,non-free,non-free,rural,rural,rural,rural,specialist,bachelor,bachelor,master,level1,level1,level1,level3,10,21,10,17,cauc,cauc,cauc,cauc,3,3,3,3,3,3,3,3
male,cauc,1980 Q3,regular+aide,NA,NA,NA,419,NA,NA,NA,429,NA,NA,NA,free,NA,NA,NA,urban,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,5,NA,NA,NA,cauc,NA,NA,NA,27,NA,NA,NA,60,NA,NA,NA
male,cauc,1979 Q4,regular,NA,NA,NA,455,NA,NA,NA,559,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,pending,NA,NA,NA,3,NA,NA,NA,cauc,NA,NA,NA,25,NA,NA,NA,58,NA,NA,NA
female,cauc,1980 Q3,regular,NA,NA,NA,425,NA,NA,NA,454,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,55,NA,NA,NA
female,afam,1979 Q4,regular,NA,NA,NA,463,NA,NA,NA,576,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,6,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,27,NA,NA,NA
female,cauc,1980 Q1,small,small,small,small,476,533,573,590,513,505,565,585,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,level1,level1,11,31,14,14,cauc,cauc,cauc,cauc,8,8,8,8,11,11,11,11
male,cauc,1979 Q4,NA,small,small,small,NA,604,637,644,NA,535,607,629,NA,free,free,free,NA,suburban,suburban,suburban,NA,bachelor,bachelor,master,NA,level1,apprentice,level1,NA,4,1,24,NA,cauc,cauc,afam,NA,22,22,22,NA,54,54,54
male,cauc,1979 Q1,small,small,NA,NA,403,NA,NA,NA,444,NA,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,15,NA,NA,NA,cauc,NA,NA,NA,35,35,NA,NA,70,70,NA,NA
male,afam,1980 Q1,NA,regular+aide,regular+aide,NA,NA,548,618,NA,NA,518,563,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,20,12,NA,NA,cauc,cauc,NA,NA,22,22,NA,NA,51,51,NA
female,afam,1979 Q2,NA,NA,regular+aide,regular+aide,NA,NA,562,588,NA,NA,593,585,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,32,18,NA,NA,afam,afam,NA,NA,11,11,NA,NA,30,30
male,cauc,1980 Q2,NA,small,NA,regular+aide,NA,487,NA,582,NA,542,NA,579,NA,non-free,NA,free,NA,suburban,NA,suburban,NA,bachelor,NA,bachelor,NA,level1,NA,level3,NA,8,NA,12,NA,cauc,NA,cauc,NA,18,NA,18,NA,46,NA,46
male,cauc,1980 Q3,regular+aide,regular,regular,regular,411,544,579,618,468,512,538,580,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,bachelor,level1,level1,level1,probation,8,11,19,3,cauc,cauc,cauc,cauc,24,24,24,24,57,57,57,57
male,cauc,1979 Q1,NA,regular+aide,NA,regular+aide,NA,492,NA,559,NA,553,NA,571,NA,free,NA,non-free,NA,rural,NA,rural,NA,bachelor,NA,master,NA,level1,NA,level2,NA,9,NA,13,NA,cauc,NA,cauc,NA,3,NA,3,NA,3,NA,3
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,424,530,596,597,459,553,565,606,free,non-free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,apprentice,level1,14,11,2,15,cauc,cauc,cauc,cauc,37,37,37,37,73,73,73,73
male,afam,1980 Q3,regular+aide,regular+aide,regular+aide,regular+aide,437,499,584,633,473,507,590,606,free,free,free,free,rural,rural,rural,rural,bachelor,master,bachelor,bachelor,level1,level1,apprentice,level1,12,6,2,10,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35
male,afam,1980 Q3,regular+aide,NA,NA,NA,407,NA,NA,NA,439,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,26,NA,NA,NA
male,cauc,1980 Q1,regular,NA,NA,NA,418,NA,NA,NA,454,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,NA,NA,NA,NA,23,NA,NA,NA,55,NA,NA,NA
male,afam,1980 Q2,NA,NA,NA,regular+aide,NA,NA,NA,583,NA,NA,NA,577,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,25,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,21
female,cauc,1980 Q1,regular+aide,regular+aide,regular+aide,regular+aide,445,NA,NA,NA,536,538,NA,672,free,free,free,free,rural,rural,rural,rural,bachelor,bachelor,master,specialist,level1,level3,level1,level2,14,17,26,16,cauc,cauc,cauc,cauc,35,35,35,35,70,70,70,70
male,afam,1980 Q3,regular+aide,NA,NA,NA,465,NA,NA,NA,429,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,29,NA,NA,NA
male,afam,1979 Q4,regular+aide,regular,NA,small,458,483,NA,775,478,523,NA,678,free,free,NA,free,inner-city,inner-city,NA,inner-city,bachelor,bachelor,NA,bachelor,level1,apprentice,NA,level1,7,1,NA,8,cauc,cauc,NA,afam,11,11,NA,11,22,22,NA,22
male,cauc,1980 Q2,regular,NA,NA,NA,402,NA,NA,NA,454,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75,NA,NA,NA
female,cauc,1980 Q2,regular,regular,regular,regular,NA,512,591,610,NA,502,572,651,non-free,non-free,NA,non-free,suburban,suburban,suburban,suburban,bachelor,master,bachelor,bachelor,level1,level3,level1,probation,15,18,12,22,cauc,cauc,cauc,afam,12,12,12,12,36,36,36,36
female,afam,1979 Q4,NA,NA,NA,regular+aide,NA,NA,NA,604,NA,NA,NA,582,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level3,NA,NA,NA,19,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,21
female,cauc,1980 Q2,NA,small,small,small,NA,527,596,644,NA,535,579,594,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,bachelor,bachelor,NA,level1,probation,level1,NA,6,3,19,NA,cauc,cauc,cauc,NA,25,25,25,NA,58,58,58
male,cauc,1979 Q3,NA,NA,regular,regular,NA,NA,650,654,NA,NA,659,678,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,level1,NA,NA,6,8,NA,NA,cauc,cauc,NA,NA,40,40,NA,NA,77,77
female,cauc,1980 Q3,regular,NA,NA,NA,458,NA,NA,NA,547,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,16,NA,NA,NA,40,NA,NA,NA
female,cauc,1980 Q1,NA,NA,regular,regular,NA,NA,631,639,NA,NA,607,629,NA,NA,non-free,non-free,NA,NA,suburban,suburban,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,8,15,NA,NA,cauc,afam,NA,NA,22,22,NA,NA,51,51
male,cauc,1979 Q4,regular+aide,regular,regular,regular,476,651,643,693,494,578,603,645,non-free,non-free,non-free,non-free,rural,rural,rural,rural,master,master,bachelor,master,level1,level1,level1,level1,8,9,19,11,cauc,cauc,cauc,cauc,38,38,38,38,74,74,74,74
female,afam,1980 Q1,NA,NA,regular,NA,NA,NA,602,NA,NA,NA,615,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,22,NA,NA,NA,54,NA
male,cauc,1980 Q3,regular,small,regular,NA,384,423,499,NA,384,436,499,NA,non-free,non-free,NA,NA,rural,rural,rural,NA,bachelor,bachelor,master,NA,NA,level1,level3,NA,4,13,18,NA,cauc,cauc,cauc,NA,12,12,12,NA,35,35,35,NA
male,cauc,1979 Q2,NA,NA,regular,regular,NA,NA,588,NA,NA,NA,603,NA,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,9,13,NA,NA,cauc,cauc,NA,NA,9,9,NA,NA,12,12
female,cauc,1978 Q1,NA,NA,NA,small,NA,NA,NA,626,NA,NA,NA,616,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,6,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,69
male,cauc,1980 Q3,small,NA,NA,NA,407,NA,NA,NA,500,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,8,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,70,NA,NA,NA
male,cauc,1980 Q1,regular+aide,regular,regular,regular,403,507,508,NA,478,578,561,NA,free,free,free,free,rural,rural,rural,rural,master,bachelor,bachelor,master,level1,level1,notladder,level1,10,15,10,13,cauc,cauc,afam,cauc,36,36,36,36,72,72,72,72
female,cauc,1980 Q1,regular+aide,regular,regular,regular,398,527,562,588,454,523,561,586,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,bachelor,master,master,level1,level3,level3,notladder,12,20,18,17,cauc,cauc,cauc,cauc,12,12,12,12,35,35,35,35
female,cauc,1979 Q3,NA,NA,small,NA,NA,NA,547,NA,NA,NA,626,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,specialist,NA,NA,NA,level3,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75,NA
male,cauc,1980 Q2,NA,regular+aide,regular+aide,regular+aide,NA,521,631,654,NA,518,603,651,NA,non-free,non-free,non-free,NA,suburban,suburban,suburban,NA,bachelor,master,master,NA,apprentice,level1,level1,NA,1,12,6,NA,cauc,cauc,cauc,NA,28,28,28,NA,61,61,61
male,afam,1979 Q3,NA,NA,NA,regular+aide,NA,NA,NA,614,NA,NA,NA,626,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,25,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,27
female,cauc,1979 Q4,regular,NA,NA,NA,439,NA,NA,NA,528,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,22,NA,NA,NA,cauc,NA,NA,NA,28,NA,NA,NA,61,NA,NA,NA
female,cauc,1978 Q1,NA,NA,regular,regular,NA,NA,591,600,NA,NA,626,651,NA,NA,free,free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,level1,probation,NA,NA,6,0,NA,NA,cauc,cauc,NA,NA,9,9,NA,NA,12,12
male,afam,1979 Q3,NA,NA,regular,NA,NA,NA,560,NA,NA,NA,536,NA,NA,NA,free,NA,NA,NA,inner-city,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,30,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,32,NA
male,cauc,1980 Q2,regular,regular+aide,regular+aide,regular+aide,418,530,596,620,484,538,632,626,non-free,free,NA,non-free,rural,rural,rural,rural,bachelor,bachelor,bachelor,bachelor,level1,level1,apprentice,apprentice,6,6,1,2,cauc,cauc,cauc,cauc,36,36,36,36,71,71,71,71
female,afam,1980 Q1,regular,regular,regular,regular,442,499,526,629,547,562,574,614,free,free,free,free,suburban,inner-city,inner-city,inner-city,master,bachelor,bachelor,bachelor,level1,probation,apprentice,apprentice,24,0,1,3,cauc,afam,cauc,cauc,18,18,18,18,44,45,45,45
male,cauc,1979 Q4,regular+aide,regular+aide,regular+aide,NA,468,590,602,NA,576,592,626,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,bachelor,master,bachelor,NA,level1,level1,level1,NA,3,16,31,NA,cauc,cauc,afam,NA,5,5,5,NA,7,7,7,NA
female,cauc,1979 Q4,NA,small,NA,NA,NA,553,NA,NA,NA,557,NA,NA,NA,non-free,NA,NA,NA,urban,NA,NA,NA,master,NA,NA,NA,level1,NA,NA,NA,13,NA,NA,NA,cauc,NA,NA,NA,13,NA,NA,NA,37,NA,NA
female,afam,1980 Q1,NA,regular+aide,regular+aide,regular+aide,NA,487,536,578,NA,523,543,606,NA,free,free,free,NA,inner-city,inner-city,inner-city,NA,bachelor,master,bachelor,NA,level1,level1,level1,NA,7,10,7,NA,cauc,cauc,cauc,NA,22,22,22,NA,53,53,53
male,cauc,1979 Q3,NA,NA,regular+aide,regular+aide,NA,NA,566,583,NA,NA,577,570,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,bachelor,bachelor,NA,NA,notladder,probation,NA,NA,5,3,NA,NA,cauc,cauc,NA,NA,3,3,NA,NA,3,3
female,cauc,1980 Q2,NA,NA,NA,regular+aide,NA,NA,NA,NA,NA,NA,NA,594,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,70
male,afam,1978 Q4,NA,regular,NA,NA,NA,507,NA,NA,NA,562,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,notladder,NA,NA,NA,25,NA,NA,NA,afam,NA,NA,NA,11,NA,NA,NA,23,NA,NA
male,cauc,1980 Q2,NA,NA,small,NA,NA,NA,539,NA,NA,NA,552,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,apprentice,NA,NA,NA,1,NA,NA,NA,cauc,NA,NA,NA,18,NA,NA,NA,46,NA
male,cauc,1979 Q3,NA,small,small,small,NA,492,523,554,NA,535,557,586,NA,free,free,free,NA,rural,rural,rural,NA,bachelor,bachelor,bachelor,NA,level1,apprentice,level1,NA,9,0,7,NA,cauc,cauc,cauc,NA,40,40,40,NA,77,77,77
female,cauc,1978 Q4,NA,NA,regular+aide,regular+aide,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,11,14,NA,NA,cauc,cauc,NA,NA,35,35,NA,NA,70,70
male,cauc,1979 Q2,NA,NA,regular,regular,NA,NA,549,612,NA,NA,639,678,NA,NA,non-free,non-free,NA,NA,rural,rural,NA,NA,master,bachelor,NA,NA,level1,level1,NA,NA,9,24,NA,NA,cauc,cauc,NA,NA,31,31,NA,NA,65,65
female,cauc,1980 Q2,regular+aide,NA,NA,NA,NA,NA,NA,NA,454,NA,NA,NA,non-free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,25,NA,NA,NA,58,NA,NA,NA
female,afam,1979 Q1,NA,regular,regular,NA,NA,456,NA,NA,NA,510,NA,NA,NA,free,free,NA,NA,inner-city,inner-city,NA,NA,bachelor,bachelor,NA,NA,apprentice,apprentice,NA,NA,2,1,NA,NA,cauc,cauc,NA,NA,11,11,NA,NA,30,30,NA
female,cauc,1980 Q1,regular,small,small,small,532,651,643,686,576,592,648,752,non-free,non-free,non-free,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level1,13,16,18,12,cauc,cauc,cauc,cauc,41,41,41,41,79,79,79,79
male,afam,1980 Q2,regular,regular+aide,regular+aide,regular,450,487,549,604,520,488,574,594,free,non-free,free,free,inner-city,inner-city,inner-city,inner-city,bachelor,bachelor,master,bachelor,level1,level1,level1,level1,24,6,9,26,afam,cauc,afam,afam,11,11,11,11,22,22,22,22
male,cauc,1980 Q3,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,non-free,NA,NA,NA,rural,NA,NA,NA,specialist,NA,NA,NA,level3,NA,NA,NA,17,NA,NA,NA,cauc,NA,NA,NA,39,NA,NA,NA,75,NA
male,cauc,1980 Q1,NA,NA,NA,small,NA,NA,NA,661,NA,NA,NA,626,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,14,NA,NA,NA,cauc,NA,NA,NA,41,NA,NA,NA,79
male,cauc,1980 Q3,NA,small,small,small,NA,540,577,675,NA,592,648,678,NA,non-free,non-free,non-free,NA,rural,rural,rural,NA,master,bachelor,bachelor,NA,apprentice,level1,level3,NA,1,32,17,NA,cauc,cauc,cauc,NA,31,31,31,NA,64,64,64
female,cauc,1980 Q2,NA,NA,small,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,free,NA,NA,NA,rural,NA,NA,NA,bachelor,NA,NA,NA,level1,NA,NA,NA,7,NA,NA,NA,cauc,NA,NA,NA,35,NA,NA,NA,69,NA
male,cauc,1980 Q1,small,small,small,small,413,530,614,650,463,535,584,585,non-free,free,NA,non-free,rural,rural,rural,rural,bachelor,master,bachelor,master,level1,level1,level1,level3,6,6,4,13,cauc,cauc,cauc,cauc,36,36,36,36,71,71,71,71
female,cauc,1980 Q4,regular+aide,regular+aide,NA,NA,433,536,NA,NA,494,515,NA,NA,non-free,free,NA,NA,rural,rural,NA,NA,bachelor,master,NA,NA,level1,level1,NA,NA,12,6,NA,NA,cauc,cauc,NA,NA,12,12,NA,NA,35,35,NA,NA
female,cauc,1980 Q3,regular+aide,NA,NA,NA,422,NA,NA,NA,506,NA,NA,NA,free,NA,NA,NA,suburban,NA,NA,NA,bachelor,NA,NA,NA,NA,NA,NA,NA,2,NA,NA,NA,cauc,NA,NA,NA,11,NA,NA,NA,25,NA,NA,NA
